Price per Carat,Size,Colour,Clarity,Month,Year,Rapper
,1.5-1.69,G,VS2,Nov,2023,-32
,1.5-1.69,G,SI1,Nov,2023,-35
,1.5-1.69,G,SI2,Nov,2023,-36
,1.5-1.69,G,I1,Nov,2023,-29
,1.5-1.69,H,IF,Nov,2023,-38
,1.5-1.69,H,VVS1,Nov,2023,-35
,1.5-1.69,H,VVS2,Nov,2023,-35
,1.5-1.69,H,VS1,Nov,2023,-33
,1.5-1.69,H,VS2,Nov,2023,-32
,1.5-1.69,H,SI1,Nov,2023,-33
,1.5-1.69,H,SI2,Nov,2023,-35
,1.5-1.69,H,I1,Nov,2023,-30
,1.5-1.69,I,IF,Nov,2023,-38
,1.5-1.69,I,VVS1,Nov,2023,-35
,1.5-1.69,I,VVS2,Nov,2023,-35
,1.5-1.69,I,VS1,Nov,2023,-32
,1.5-1.69,I,VS2,Nov,2023,-32
,1.5-1.69,I,SI1,Nov,2023,-33
,1.5-1.69,I,SI2,Nov,2023,-32
,1.5-1.69,I,I1,Nov,2023,-28
,1.5-1.69,J,IF,Nov,2023,-35
,1.5-1.69,J,VVS1,Nov,2023,-33
,1.5-1.69,J,VVS2,Nov,2023,-31.5
,1.5-1.69,J,VS1,Nov,2023,-31
,1.5-1.69,J,VS2,Nov,2023,-31
,1.5-1.69,J,SI1,Nov,2023,-33
,1.5-1.69,J,SI2,Nov,2023,-33
,1.5-1.69,J,I1,Nov,2023,-28
,1.5-1.69,K,IF,Nov,2023,-34
,1.5-1.69,K,VVS1,Nov,2023,-33
,1.5-1.69,K,VVS2,Nov,2023,-32
,1.5-1.69,K,VS1,Nov,2023,-30
,1.5-1.69,K,VS2,Nov,2023,-29
,1.5-1.69,K,SI1,Nov,2023,-31
,1.5-1.69,K,SI2,Nov,2023,-32
,1.5-1.69,K,I1,Nov,2023,-30
,1.5-1.69,L,IF,Nov,2023,-34
,1.5-1.69,L,VVS1,Nov,2023,-32.5
,1.5-1.69,L,VVS2,Nov,2023,-32
,1.5-1.69,L,VS1,Nov,2023,-29
,1.5-1.69,L,VS2,Nov,2023,-28
,1.5-1.69,L,SI1,Nov,2023,-31
,1.5-1.69,L,SI2,Nov,2023,-32
,1.5-1.69,L,I1,Nov,2023,-29
,1.5-1.69,M,IF,Nov,2023,-34
,1.5-1.69,M,VVS1,Nov,2023,-33
,1.5-1.69,M,VVS2,Nov,2023,-32
,1.5-1.69,M,VS1,Nov,2023,-29
,1.5-1.69,M,VS2,Nov,2023,-28
,1.5-1.69,M,SI1,Nov,2023,-30
,1.5-1.69,M,SI2,Nov,2023,-31
,1.5-1.69,M,I1,Nov,2023,-32
,1.5-1.69,D,IF,Dec,2023,-41
,1.5-1.69,D,VVS1,Dec,2023,-37
,1.5-1.69,D,VVS2,Dec,2023,-36
,1.5-1.69,D,VS1,Dec,2023,-36
,1.5-1.69,D,VS2,Dec,2023,-34
,1.5-1.69,D,SI1,Dec,2023,-35
,1.5-1.69,D,SI2,Dec,2023,-36
,1.5-1.69,D,I1,Dec,2023,-31
,1.5-1.69,E,IF,Dec,2023,-39
,1.5-1.69,E,VVS1,Dec,2023,-37
,1.5-1.69,E,VVS2,Dec,2023,-36
,1.5-1.69,E,VS1,Dec,2023,-36.5
,1.5-1.69,E,VS2,Dec,2023,-34
,1.5-1.69,E,SI1,Dec,2023,-35
,1.5-1.69,E,SI2,Dec,2023,-35
,1.5-1.69,E,I1,Dec,2023,-30
,1.5-1.69,F,IF,Dec,2023,-39
,1.5-1.69,F,VVS1,Dec,2023,-36
,1.5-1.69,F,VVS2,Dec,2023,-36
,1.5-1.69,F,VS1,Dec,2023,-34.5
,1.5-1.69,F,VS2,Dec,2023,-33
,1.5-1.69,F,SI1,Dec,2023,-34
,1.5-1.69,F,SI2,Dec,2023,-35
,1.5-1.69,F,I1,Dec,2023,-30
,1.5-1.69,G,IF,Dec,2023,-39
,1.5-1.69,G,VVS1,Dec,2023,-35
,1.5-1.69,G,VVS2,Dec,2023,-35
,1.5-1.69,G,VS1,Dec,2023,-34
,1.5-1.69,G,VS2,Dec,2023,-32
,1.5-1.69,G,SI1,Dec,2023,-35
,1.5-1.69,G,SI2,Dec,2023,-36
,1.5-1.69,G,I1,Dec,2023,-29
,1.5-1.69,H,IF,Dec,2023,-38
,1.5-1.69,H,VVS1,Dec,2023,-35
,1.5-1.69,H,VVS2,Dec,2023,-35
,1.5-1.69,H,VS1,Dec,2023,-33
,1.5-1.69,H,VS2,Dec,2023,-32
,1.5-1.69,H,SI1,Dec,2023,-33
,1.5-1.69,H,SI2,Dec,2023,-35
,1.5-1.69,H,I1,Dec,2023,-30
,1.5-1.69,I,IF,Dec,2023,-38
,1.5-1.69,I,VVS1,Dec,2023,-35
,1.5-1.69,I,VVS2,Dec,2023,-35
,1.5-1.69,I,VS1,Dec,2023,-32
,1.5-1.69,I,VS2,Dec,2023,-32
,1.5-1.69,I,SI1,Dec,2023,-33
,1.5-1.69,I,SI2,Dec,2023,-32
,1.5-1.69,I,I1,Dec,2023,-28
,1.5-1.69,J,IF,Dec,2023,-35
,1.5-1.69,J,VVS1,Dec,2023,-33
,1.5-1.69,J,VVS2,Dec,2023,-31.5
,1.5-1.69,J,VS1,Dec,2023,-31
,1.5-1.69,J,VS2,Dec,2023,-31
,1.5-1.69,J,SI1,Dec,2023,-33
,1.5-1.69,J,SI2,Dec,2023,-33
,1.5-1.69,J,I1,Dec,2023,-28
,1.5-1.69,K,IF,Dec,2023,-34
,1.5-1.69,K,VVS1,Dec,2023,-33
,1.5-1.69,K,VVS2,Dec,2023,-32
,1.5-1.69,K,VS1,Dec,2023,-30
,1.5-1.69,K,VS2,Dec,2023,-29
,1.5-1.69,K,SI1,Dec,2023,-31
,1.5-1.69,K,SI2,Dec,2023,-32
,1.5-1.69,K,I1,Dec,2023,-30
,1.5-1.69,L,IF,Dec,2023,-34
,1.5-1.69,L,VVS1,Dec,2023,-32.5
,1.5-1.69,L,VVS2,Dec,2023,-32
,1.5-1.69,L,VS1,Dec,2023,-29
,1.5-1.69,L,VS2,Dec,2023,-28
,1.5-1.69,L,SI1,Dec,2023,-31
,1.5-1.69,L,SI2,Dec,2023,-32
,1.5-1.69,L,I1,Dec,2023,-29
,1.5-1.69,M,IF,Dec,2023,-34
,1.5-1.69,M,VVS1,Dec,2023,-33
,1.5-1.69,M,VVS2,Dec,2023,-32
,1.5-1.69,M,VS1,Dec,2023,-29
,1.5-1.69,M,VS2,Dec,2023,-28
,1.5-1.69,M,SI1,Dec,2023,-30
,1.5-1.69,M,SI2,Dec,2023,-31
,1.5-1.69,M,I1,Dec,2023,-32
,1.5-1.69,D,IF,Jan,2024,-41
,1.5-1.69,D,VVS1,Jan,2024,-37
,1.5-1.69,D,VVS2,Jan,2024,-36
,1.5-1.69,D,VS1,Jan,2024,-36
,1.5-1.69,D,VS2,Jan,2024,-34
,1.5-1.69,D,SI1,Jan,2024,-35
,1.5-1.69,D,SI2,Jan,2024,-36
,1.5-1.69,D,I1,Jan,2024,-31
,1.5-1.69,E,IF,Jan,2024,-39
,1.5-1.69,E,VVS1,Jan,2024,-37
,1.5-1.69,E,VVS2,Jan,2024,-36
,1.5-1.69,E,VS1,Jan,2024,-36.5
,1.5-1.69,E,VS2,Jan,2024,-34
,1.5-1.69,E,SI1,Jan,2024,-35
,1.5-1.69,E,SI2,Jan,2024,-35
,1.5-1.69,E,I1,Jan,2024,-30
,1.5-1.69,F,IF,Jan,2024,-39
,1.5-1.69,F,VVS1,Jan,2024,-36
,1.5-1.69,F,VVS2,Jan,2024,-36
,1.5-1.69,F,VS1,Jan,2024,-34.5
,1.5-1.69,F,VS2,Jan,2024,-33
,1.5-1.69,F,SI1,Jan,2024,-34
,1.5-1.69,F,SI2,Jan,2024,-35
,1.5-1.69,F,I1,Jan,2024,-30
,1.5-1.69,G,IF,Jan,2024,-39
,1.5-1.69,G,VVS1,Jan,2024,-35
,1.5-1.69,G,VVS2,Jan,2024,-35
,1.5-1.69,G,VS1,Jan,2024,-34
,1.5-1.69,G,VS2,Jan,2024,-32
,1.5-1.69,G,SI1,Jan,2024,-35
,1.5-1.69,G,SI2,Jan,2024,-36
,1.5-1.69,G,I1,Jan,2024,-29
,1.5-1.69,H,IF,Jan,2024,-38
,1.5-1.69,H,VVS1,Jan,2024,-35
,1.5-1.69,H,VVS2,Jan,2024,-35
,1.5-1.69,H,VS1,Jan,2024,-33
,1.5-1.69,H,VS2,Jan,2024,-32
,1.5-1.69,H,SI1,Jan,2024,-33
,1.5-1.69,H,SI2,Jan,2024,-35
,1.5-1.69,H,I1,Jan,2024,-30
,1.5-1.69,I,IF,Jan,2024,-38
,1.5-1.69,I,VVS1,Jan,2024,-35
,1.5-1.69,I,VVS2,Jan,2024,-35
,1.5-1.69,I,VS1,Jan,2024,-32
,1.5-1.69,I,VS2,Jan,2024,-32
,1.5-1.69,I,SI1,Jan,2024,-33
,1.5-1.69,I,SI2,Jan,2024,-32
,1.5-1.69,I,I1,Jan,2024,-28
,1.5-1.69,J,IF,Jan,2024,-35
,1.5-1.69,J,VVS1,Jan,2024,-33
,1.5-1.69,J,VVS2,Jan,2024,-31.5
,1.5-1.69,J,VS1,Jan,2024,-31
,1.5-1.69,J,VS2,Jan,2024,-31
,1.5-1.69,J,SI1,Jan,2024,-33
,1.5-1.69,J,SI2,Jan,2024,-33
,1.5-1.69,J,I1,Jan,2024,-28
,1.5-1.69,K,IF,Jan,2024,-34
,1.5-1.69,K,VVS1,Jan,2024,-33
,1.5-1.69,K,VVS2,Jan,2024,-32
,1.5-1.69,K,VS1,Jan,2024,-30
,1.5-1.69,K,VS2,Jan,2024,-29
,1.5-1.69,K,SI1,Jan,2024,-31
,1.5-1.69,K,SI2,Jan,2024,-32
,1.5-1.69,K,I1,Jan,2024,-30
,1.5-1.69,L,IF,Jan,2024,-34
,1.5-1.69,L,VVS1,Jan,2024,-32.5
,1.5-1.69,L,VVS2,Jan,2024,-32
,1.5-1.69,L,VS1,Jan,2024,-29
,1.5-1.69,L,VS2,Jan,2024,-28
,1.5-1.69,L,SI1,Jan,2024,-31
,1.5-1.69,L,SI2,Jan,2024,-32
,1.5-1.69,L,I1,Jan,2024,-29
,1.5-1.69,M,IF,Jan,2024,-34
,1.5-1.69,M,VVS1,Jan,2024,-33
,1.5-1.69,M,VVS2,Jan,2024,-32
,1.5-1.69,M,VS1,Jan,2024,-29
,1.5-1.69,M,VS2,Jan,2024,-28
,1.5-1.69,M,SI1,Jan,2024,-30
,1.5-1.69,M,SI2,Jan,2024,-31
,1.5-1.69,M,I1,Jan,2024,-32
,1.5-1.69,D,IF,Feb,2024,-41
,1.5-1.69,D,VVS1,Feb,2024,-37
,1.5-1.69,D,VVS2,Feb,2024,-36
,1.5-1.69,D,VS1,Feb,2024,-36
,1.5-1.69,D,VS2,Feb,2024,-34
,1.5-1.69,D,SI1,Feb,2024,-35
,1.5-1.69,D,SI2,Feb,2024,-36
,1.5-1.69,D,I1,Feb,2024,-31
,1.5-1.69,E,IF,Feb,2024,-39
,1.5-1.69,E,VVS1,Feb,2024,-37
,1.5-1.69,E,VVS2,Feb,2024,-36
,1.5-1.69,E,VS1,Feb,2024,-36.5
,1.5-1.69,E,VS2,Feb,2024,-34
,1.5-1.69,E,SI1,Feb,2024,-35
,1.5-1.69,E,SI2,Feb,2024,-35
,1.5-1.69,E,I1,Feb,2024,-30
,1.5-1.69,F,IF,Feb,2024,-39
,1.5-1.69,F,VVS1,Feb,2024,-36
,1.5-1.69,F,VVS2,Feb,2024,-36
,1.5-1.69,F,VS1,Feb,2024,-34.5
,1.5-1.69,F,VS2,Feb,2024,-33
,1.5-1.69,F,SI1,Feb,2024,-34
,1.5-1.69,F,SI2,Feb,2024,-35
,1.5-1.69,F,I1,Feb,2024,-30
,1.5-1.69,G,IF,Feb,2024,-39
,1.5-1.69,G,VVS1,Feb,2024,-35
,1.5-1.69,G,VVS2,Feb,2024,-33
,1.5-1.69,G,VS1,Feb,2024,-32
,1.5-1.69,G,VS2,Feb,2024,-32
,1.5-1.69,G,SI1,Feb,2024,-35
,1.5-1.69,G,SI2,Feb,2024,-36
,1.5-1.69,G,I1,Feb,2024,-29
,1.5-1.69,H,IF,Feb,2024,-38
,1.5-1.69,H,VVS1,Feb,2024,-34
,1.5-1.69,H,VVS2,Feb,2024,-33
,1.5-1.69,H,VS1,Feb,2024,-32
,1.5-1.69,H,VS2,Feb,2024,-32
,1.5-1.69,H,SI1,Feb,2024,-33
,1.5-1.69,H,SI2,Feb,2024,-35
,1.5-1.69,H,I1,Feb,2024,-30
,1.5-1.69,I,IF,Feb,2024,-38
,1.5-1.69,I,VVS1,Feb,2024,-34
,1.5-1.69,I,VVS2,Feb,2024,-33
,1.5-1.69,I,VS1,Feb,2024,-32
,1.5-1.69,I,VS2,Feb,2024,-32
,1.5-1.69,I,SI1,Feb,2024,-33
,1.5-1.69,I,SI2,Feb,2024,-32
,1.5-1.69,I,I1,Feb,2024,-28
,1.5-1.69,J,IF,Feb,2024,-35
,1.5-1.69,J,VVS1,Feb,2024,-33
,1.5-1.69,J,VVS2,Feb,2024,-31.5
,1.5-1.69,J,VS1,Feb,2024,-31
,1.5-1.69,J,VS2,Feb,2024,-31
,1.5-1.69,J,SI1,Feb,2024,-33
,1.5-1.69,J,SI2,Feb,2024,-33
,1.5-1.69,J,I1,Feb,2024,-28
,1.5-1.69,K,IF,Feb,2024,-34
,1.5-1.69,K,VVS1,Feb,2024,-33
,1.5-1.69,K,VVS2,Feb,2024,-32
,1.5-1.69,K,VS1,Feb,2024,-30
,1.5-1.69,K,VS2,Feb,2024,-29
,1.5-1.69,K,SI1,Feb,2024,-31
,1.5-1.69,K,SI2,Feb,2024,-32
,1.5-1.69,K,I1,Feb,2024,-30
,1.5-1.69,L,IF,Feb,2024,-34
,1.5-1.69,L,VVS1,Feb,2024,-32.5
,1.5-1.69,L,VVS2,Feb,2024,-32
,1.5-1.69,L,VS1,Feb,2024,-29
,1.5-1.69,L,VS2,Feb,2024,-28
,1.5-1.69,L,SI1,Feb,2024,-31
,1.5-1.69,L,SI2,Feb,2024,-32
,1.5-1.69,L,I1,Feb,2024,-29
,1.5-1.69,M,IF,Feb,2024,-34
,1.5-1.69,M,VVS1,Feb,2024,-33
,1.5-1.69,M,VVS2,Feb,2024,-32
,1.5-1.69,M,VS1,Feb,2024,-29
,1.5-1.69,M,VS2,Feb,2024,-28
,1.5-1.69,M,SI1,Feb,2024,-30
,1.5-1.69,M,SI2,Feb,2024,-31
,1.5-1.69,M,I1,Feb,2024,-32
,1.5-1.69,D,IF,Mar,2024,-40
,1.5-1.69,D,VVS1,Mar,2024,-37
,1.5-1.69,D,VVS2,Mar,2024,-36
,1.5-1.69,D,VS1,Mar,2024,-37
,1.5-1.69,D,VS2,Mar,2024,-34
,1.5-1.69,D,SI1,Mar,2024,-35
,1.5-1.69,D,SI2,Mar,2024,-36
,1.5-1.69,D,I1,Mar,2024,-31
,1.5-1.69,E,IF,Mar,2024,-39
,1.5-1.69,E,VVS1,Mar,2024,-37
,1.5-1.69,E,VVS2,Mar,2024,-36
,1.5-1.69,E,VS1,Mar,2024,-36.5
,1.5-1.69,E,VS2,Mar,2024,-34
,1.5-1.69,E,SI1,Mar,2024,-35
,1.5-1.69,E,SI2,Mar,2024,-35
,1.5-1.69,E,I1,Mar,2024,-30
,1.5-1.69,F,IF,Mar,2024,-39
,1.5-1.69,F,VVS1,Mar,2024,-36
,1.5-1.69,F,VVS2,Mar,2024,-36
,1.5-1.69,F,VS1,Mar,2024,-34.5
,1.5-1.69,F,VS2,Mar,2024,-33
,1.5-1.69,F,SI1,Mar,2024,-34
,1.5-1.69,F,SI2,Mar,2024,-35
,1.5-1.69,F,I1,Mar,2024,-30
,1.5-1.69,G,IF,Mar,2024,-39
,1.5-1.69,G,VVS1,Mar,2024,-35
,1.5-1.69,G,VVS2,Mar,2024,-33
,1.5-1.69,G,VS1,Mar,2024,-32
,1.5-1.69,G,VS2,Mar,2024,-32
,1.5-1.69,G,SI1,Mar,2024,-35
,1.5-1.69,G,SI2,Mar,2024,-36
,1.5-1.69,G,I1,Mar,2024,-29
,1.5-1.69,H,IF,Mar,2024,-38
,1.5-1.69,H,VVS1,Mar,2024,-34
,1.5-1.69,H,VVS2,Mar,2024,-33
,1.5-1.69,H,VS1,Mar,2024,-32
,1.5-1.69,H,VS2,Mar,2024,-32
,1.5-1.69,H,SI1,Mar,2024,-33
,1.5-1.69,H,SI2,Mar,2024,-34.5
,1.5-1.69,H,I1,Mar,2024,-30
,1.5-1.69,I,IF,Mar,2024,-38
,1.5-1.69,I,VVS1,Mar,2024,-34
,1.5-1.69,I,VVS2,Mar,2024,-33
,1.5-1.69,I,VS1,Mar,2024,-32
,1.5-1.69,I,VS2,Mar,2024,-32
,1.5-1.69,I,SI1,Mar,2024,-33
,1.5-1.69,I,SI2,Mar,2024,-33
,1.5-1.69,I,I1,Mar,2024,-28
,1.5-1.69,J,IF,Mar,2024,-35
,1.5-1.69,J,VVS1,Mar,2024,-33
,1.5-1.69,J,VVS2,Mar,2024,-31.5
,1.5-1.69,J,VS1,Mar,2024,-31
,1.5-1.69,J,VS2,Mar,2024,-31
,1.5-1.69,J,SI1,Mar,2024,-33
,1.5-1.69,J,SI2,Mar,2024,-33
,1.5-1.69,J,I1,Mar,2024,-28
,1.5-1.69,K,IF,Mar,2024,-34
,1.5-1.69,K,VVS1,Mar,2024,-33
,1.5-1.69,K,VVS2,Mar,2024,-32
,1.5-1.69,K,VS1,Mar,2024,-30
,1.5-1.69,K,VS2,Mar,2024,-29
,1.5-1.69,K,SI1,Mar,2024,-31.5
,1.5-1.69,K,SI2,Mar,2024,-32
,1.5-1.69,K,I1,Mar,2024,-30
,1.5-1.69,L,IF,Mar,2024,-34
,1.5-1.69,L,VVS1,Mar,2024,-32.5
,1.5-1.69,L,VVS2,Mar,2024,-32
,1.5-1.69,L,VS1,Mar,2024,-29
,1.5-1.69,L,VS2,Mar,2024,-28
,1.5-1.69,L,SI1,Mar,2024,-31
,1.5-1.69,L,SI2,Mar,2024,-32
,1.5-1.69,L,I1,Mar,2024,-29
,1.5-1.69,M,IF,Mar,2024,-34
,1.5-1.69,M,VVS1,Mar,2024,-33
,1.5-1.69,M,VVS2,Mar,2024,-32
,1.5-1.69,M,VS1,Mar,2024,-29
,1.5-1.69,M,VS2,Mar,2024,-28
,1.5-1.69,M,SI1,Mar,2024,-30
,1.5-1.69,M,SI2,Mar,2024,-31
,1.5-1.69,M,I1,Mar,2024,-32
,1.5-1.69,D,IF,Apr,2024,-42
,1.5-1.69,D,VVS1,Apr,2024,-39.5
,1.5-1.69,D,VVS2,Apr,2024,-39
,1.5-1.69,D,VS1,Apr,2024,-40
,1.5-1.69,D,VS2,Apr,2024,-38.5
,1.5-1.69,D,SI1,Apr,2024,-38
,1.5-1.69,D,SI2,Apr,2024,-37
,1.5-1.69,D,I1,Apr,2024,-28
,1.5-1.69,E,IF,Apr,2024,-40.5
,1.5-1.69,E,VVS1,Apr,2024,-39
,1.5-1.69,E,VVS2,Apr,2024,-38.5
,1.5-1.69,E,VS1,Apr,2024,-39
,1.5-1.69,E,VS2,Apr,2024,-37
,1.5-1.69,E,SI1,Apr,2024,-37.5
,1.5-1.69,E,SI2,Apr,2024,-36
,1.5-1.69,E,I1,Apr,2024,-28.5
,1.5-1.69,F,IF,Apr,2024,-40
,1.5-1.69,F,VVS1,Apr,2024,-37
,1.5-1.69,F,VVS2,Apr,2024,-37.5
,1.5-1.69,F,VS1,Apr,2024,-37
,1.5-1.69,F,VS2,Apr,2024,-36.5
,1.5-1.69,F,SI1,Apr,2024,-37
,1.5-1.69,F,SI2,Apr,2024,-35
,1.5-1.69,F,I1,Apr,2024,-28.5
,1.5-1.69,G,IF,Apr,2024,-39
,1.5-1.69,G,VVS1,Apr,2024,-36
,1.5-1.69,G,VVS2,Apr,2024,-37
,1.5-1.69,G,VS1,Apr,2024,-36
,1.5-1.69,G,VS2,Apr,2024,-35.5
,1.5-1.69,G,SI1,Apr,2024,-36
,1.5-1.69,G,SI2,Apr,2024,-35
,1.5-1.69,G,I1,Apr,2024,-28.5
,1.5-1.69,H,IF,Apr,2024,-38
,1.5-1.69,H,VVS1,Apr,2024,-37
,1.5-1.69,H,VVS2,Apr,2024,-35
,1.5-1.69,H,VS1,Apr,2024,-35
,1.5-1.69,H,VS2,Apr,2024,-35
,1.5-1.69,H,SI1,Apr,2024,-35
,1.5-1.69,H,SI2,Apr,2024,-35
,1.5-1.69,H,I1,Apr,2024,-27
,1.5-1.69,I,IF,Apr,2024,-37
,1.5-1.69,I,VVS1,Apr,2024,-35
,1.5-1.69,I,VVS2,Apr,2024,-34
,1.5-1.69,I,VS1,Apr,2024,-33.5
,1.5-1.69,I,VS2,Apr,2024,-33.5
,1.5-1.69,I,SI1,Apr,2024,-34
,1.5-1.69,I,SI2,Apr,2024,-34.5
,1.5-1.69,I,I1,Apr,2024,-24.5
,1.5-1.69,J,IF,Apr,2024,-35.5
,1.5-1.69,J,VVS1,Apr,2024,-33.5
,1.5-1.69,J,VVS2,Apr,2024,-33
,1.5-1.69,J,VS1,Apr,2024,-32.5
,1.5-1.69,J,VS2,Apr,2024,-32
,1.5-1.69,J,SI1,Apr,2024,-33
,1.5-1.69,J,SI2,Apr,2024,-34
,1.5-1.69,J,I1,Apr,2024,-26
,1.5-1.69,K,IF,Apr,2024,-35
,1.5-1.69,K,VVS1,Apr,2024,-33
,1.5-1.69,K,VVS2,Apr,2024,-34
,1.5-1.69,K,VS1,Apr,2024,-32
,1.5-1.69,K,VS2,Apr,2024,-30.5
,1.5-1.69,K,SI1,Apr,2024,-32.5
,1.5-1.69,K,SI2,Apr,2024,-33
,1.5-1.69,K,I1,Apr,2024,-28
,1.5-1.69,L,IF,Apr,2024,-35
,1.5-1.69,L,VVS1,Apr,2024,-34
,1.5-1.69,L,VVS2,Apr,2024,-33
,1.5-1.69,L,VS1,Apr,2024,-31
,1.5-1.69,L,VS2,Apr,2024,-30.5
,1.5-1.69,L,SI1,Apr,2024,-32
,1.5-1.69,L,SI2,Apr,2024,-33
,1.5-1.69,L,I1,Apr,2024,-28
,1.5-1.69,M,IF,Apr,2024,-34
,1.5-1.69,M,VVS1,Apr,2024,-33
,1.5-1.69,M,VVS2,Apr,2024,-33
,1.5-1.69,M,VS1,Apr,2024,-32
,1.5-1.69,M,VS2,Apr,2024,-31
,1.5-1.69,M,SI1,Apr,2024,-32
,1.5-1.69,M,SI2,Apr,2024,-33
,1.5-1.69,M,I1,Apr,2024,-28
,1.5-1.69,D,IF,May,2024,-42
,1.5-1.69,D,VVS1,May,2024,-39.5
,1.5-1.69,D,VVS2,May,2024,-39
,1.5-1.69,D,VS1,May,2024,-40
,1.5-1.69,D,VS2,May,2024,-38.5
,1.5-1.69,D,SI1,May,2024,-38
,1.5-1.69,D,SI2,May,2024,-37
,1.5-1.69,D,I1,May,2024,-28
,1.5-1.69,E,IF,May,2024,-40.5
,1.5-1.69,E,VVS1,May,2024,-39
,1.5-1.69,E,VVS2,May,2024,-38.5
,1.5-1.69,E,VS1,May,2024,-39
,1.5-1.69,E,VS2,May,2024,-37
,1.5-1.69,E,SI1,May,2024,-37.5
,1.5-1.69,E,SI2,May,2024,-36
,1.5-1.69,E,I1,May,2024,-28.5
,1.5-1.69,F,IF,May,2024,-40
,1.5-1.69,F,VVS1,May,2024,-37
,1.5-1.69,F,VVS2,May,2024,-37.5
,1.5-1.69,F,VS1,May,2024,-37
,1.5-1.69,F,VS2,May,2024,-36.5
,1.5-1.69,F,SI1,May,2024,-37
,1.5-1.69,F,SI2,May,2024,-35
,1.5-1.69,F,I1,May,2024,-28.5
,1.5-1.69,G,IF,May,2024,-39
,1.5-1.69,G,VVS1,May,2024,-36
,1.5-1.69,G,VVS2,May,2024,-37
,1.5-1.69,G,VS1,May,2024,-36
,1.5-1.69,G,VS2,May,2024,-35.5
,1.5-1.69,G,SI1,May,2024,-36
,1.5-1.69,G,SI2,May,2024,-35
,1.5-1.69,G,I1,May,2024,-28.5
,1.5-1.69,H,IF,May,2024,-38
,1.5-1.69,H,VVS1,May,2024,-37
,1.5-1.69,H,VVS2,May,2024,-35
,1.5-1.69,H,VS1,May,2024,-35
,1.5-1.69,H,VS2,May,2024,-35
,1.5-1.69,H,SI1,May,2024,-35
,1.5-1.69,H,SI2,May,2024,-35
,1.5-1.69,H,I1,May,2024,-27
,1.5-1.69,I,IF,May,2024,-37
,1.5-1.69,I,VVS1,May,2024,-35
,1.5-1.69,I,VVS2,May,2024,-34
,1.5-1.69,I,VS1,May,2024,-33.5
,1.5-1.69,I,VS2,May,2024,-33.5
,1.5-1.69,I,SI1,May,2024,-34
,1.5-1.69,I,SI2,May,2024,-34.5
,1.5-1.69,I,I1,May,2024,-24.5
,1.5-1.69,J,IF,May,2024,-35.5
,1.5-1.69,J,VVS1,May,2024,-33.5
,1.5-1.69,J,VVS2,May,2024,-33
,1.5-1.69,J,VS1,May,2024,-32.5
,1.5-1.69,J,VS2,May,2024,-32
,1.5-1.69,J,SI1,May,2024,-33
,1.5-1.69,J,SI2,May,2024,-34
,1.5-1.69,J,I1,May,2024,-26
,1.5-1.69,K,IF,May,2024,-35
,1.5-1.69,K,VVS1,May,2024,-33
,1.5-1.69,K,VVS2,May,2024,-34
,1.5-1.69,K,VS1,May,2024,-32
,1.5-1.69,K,VS2,May,2024,-30.5
,1.5-1.69,K,SI1,May,2024,-32.5
,1.5-1.69,K,SI2,May,2024,-33
,1.5-1.69,K,I1,May,2024,-28
,1.5-1.69,L,IF,May,2024,-35
,1.5-1.69,L,VVS1,May,2024,-34
,1.5-1.69,L,VVS2,May,2024,-33
,1.5-1.69,L,VS1,May,2024,-31
,1.5-1.69,L,VS2,May,2024,-30.5
,1.5-1.69,L,SI1,May,2024,-32
,1.5-1.69,L,SI2,May,2024,-33
,1.5-1.69,L,I1,May,2024,-28
,1.5-1.69,M,IF,May,2024,-34
,1.5-1.69,M,VVS1,May,2024,-33
,1.5-1.69,M,VVS2,May,2024,-33
,1.5-1.69,M,VS1,May,2024,-32
,1.5-1.69,M,VS2,May,2024,-31
,1.5-1.69,M,SI1,May,2024,-32
,1.5-1.69,M,SI2,May,2024,-33
,1.5-1.69,M,I1,May,2024,-28
,1.5-1.69,D,IF,Jun,2024,-43
,1.5-1.69,D,VVS1,Jun,2024,-41
,1.5-1.69,D,VVS2,Jun,2024,-40
,1.5-1.69,D,VS1,Jun,2024,-41
,1.5-1.69,D,VS2,Jun,2024,-40
,1.5-1.69,D,SI1,Jun,2024,-39
,1.5-1.69,D,SI2,Jun,2024,-38
,1.5-1.69,D,I1,Jun,2024,-28
,1.5-1.69,E,IF,Jun,2024,-41
,1.5-1.69,E,VVS1,Jun,2024,-40
,1.5-1.69,E,VVS2,Jun,2024,-39.5
,1.5-1.69,E,VS1,Jun,2024,-40
,1.5-1.69,E,VS2,Jun,2024,-39
,1.5-1.69,E,SI1,Jun,2024,-38.5
,1.5-1.69,E,SI2,Jun,2024,-37
,1.5-1.69,E,I1,Jun,2024,-28.5
,1.5-1.69,F,IF,Jun,2024,-40
,1.5-1.69,F,VVS1,Jun,2024,-37.5
,1.5-1.69,F,VVS2,Jun,2024,-37.5
,1.5-1.69,F,VS1,Jun,2024,-37
,1.5-1.69,F,VS2,Jun,2024,-36.5
,1.5-1.69,F,SI1,Jun,2024,-37.5
,1.5-1.69,F,SI2,Jun,2024,-36
,1.5-1.69,F,I1,Jun,2024,-28.5
,1.5-1.69,G,IF,Jun,2024,-39
,1.5-1.69,G,VVS1,Jun,2024,-38
,1.5-1.69,G,VVS2,Jun,2024,-37.5
